angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.355699,J124738.66-582456.7,191.9111118,-58.4157520,0.0332,0.0318,152.0,8.078,8.101,8.047,7.114,8.363,8.172,8.122,0.023,0.020,0.017,0.085,0.026,0.036,0.029,1929059101351062358,0h00,0,1000,AAAA,-22,24,-16,24,0.283,191.9112917,-58.4157222,HD 111103,,12 47 38.71,-58 24 56.6,:F5,6410,1.44,110,11.4,,,3.25,142.65,,Y,TYC,WISEA,Simbad
0.827117,J124821.95+304602.0,192.0914929,+30.7672298,0.0329,0.0306,162.1,6.827,6.829,6.867,6.481,7.095,6.911,6.871,0.065,0.019,0.016,0.066,0.024,0.021,0.020,1913130201351051985,0000,0,0000,AAAA,-204,35,82,33,0.949,192.09175,30.7671667,HD 111347,,12 48 22.02,+30 46 01.8,F7V,6380,1.24,140,5.9,,,0.67,67.93,,Y,TYC,WISEA,Simbad
0.040697,J125019.68-495149.1,192.5820163,-49.8636430,0.0291,0.0269,105.2,7.526,7.501,7.557,5.629,8.002,7.830,7.717,0.021,0.016,0.016,0.032,0.023,0.057,0.024,1927050001351032351,hhd0,1,2300,AAAA,103,25,-132,26,0.428,192.582,-49.8636389,HD 111520,,12 50 19.68,-49 51 49.1,F5/F6V,6360,1.33,160,4.9,70,25.61,33.59,108.57,,Y,TYC,WISEA,Simbad
0.074760,J125528.54+652618.4,193.8689549,+65.4384651,0.0465,0.0433,39.5,4.410,4.231,4.470,4.325,4.803,4.604,4.425,0.297,0.161,0.014,0.020,0.230,0.204,0.016,1922165101351050423,0000,0,0000,BBAA,334,48,977,47,0.134,193.8689583,65.4384444,8 Dra,,12 55 28.55,+65 26 18.4,F1V,7180,1.48,100,17.7,,,0.26,29.29,,Y,TYC,WISEA,Simbad
0.108740,J125726.12-675738.6,194.3588488,-67.9607435,0.0322,0.0309,137.1,6.622,6.634,6.389,5.359,6.655,6.687,6.654,0.067,0.023,0.015,0.034,0.019,0.033,0.024,1938068201351047606,hh00,0,0110,AAAA,45,32,-32,31,0.266,194.3587917,-67.9607222,HD 112383,,12 57 26.11,-67 57 38.6,A2IV/V,8720,1.91,240,5.8,,,1.8,110.74,,Y,TYC,WISEA,Simbad
0.073705,J125810.01-541108.7,194.5417283,-54.1857668,0.0311,0.0301,126.2,7.049,7.181,6.867,4.467,7.206,7.209,7.186,0.036,0.019,0.016,0.025,0.027,0.021,0.024,1940054601351049249,hh00,1,0111,AAAA,-51,24,-21,24,0.257,194.5417083,-54.18575,TYC8648-2098-1,,12 58 10.01,-54 11 08.7,:A2,8560,1.61,140,14.0,,,8.44,117.64,a,N,TYC,WISEA,Simbad
0.080910,J125959.85-502322.5,194.9994009,-50.3896034,0.0331,0.0322,138.0,8.022,8.053,7.926,7.077,8.278,8.145,8.039,0.023,0.020,0.019,0.069,0.023,0.051,0.021,1950050001351019580,00o0,0,0111,AAAA,19,24,-20,24,0.243,194.9994167,-50.3895833,HD 112810,,12 59 59.86,-50 23 22.5,F4IV/V,6560,1.48,180,4.5,55,49.03,12.62,143.26,,Y,TYC,WISEA,Simbad
0.090036,J130146.64+633637.0,195.4443443,+63.6103023,0.0498,0.0476,31.3,4.983,4.757,5.033,4.914,5.187,5.053,5.005,0.222,0.100,0.015,0.032,0.019,0.018,0.017,1948163601351028725,0000,1,0000,BAAA,182,48,72,47,2.082,195.4443333,63.6102778,HD 113337,,13 01 46.64,+63 36 37.0,F6V,6600,1.56,60,44.0,,,0.92,36.88,,Y,TYC,WISEA,Simbad
0.054173,J130150.65-530458.2,195.4610785,-53.0828481,0.0348,0.0333,148.3,8.686,8.720,8.579,8.124,9.460,8.931,8.787,0.023,0.020,0.021,0.146,0.024,0.024,0.021,1947053101351030111,hh00,0,110n,AAAB,-26,25,10,24,0.353,195.4610833,-53.0828333,CPD-52 6110,,13 01 50.66,-53 04 58.2,K3V(e),5200,1.01,140,3.2,,,3.0,125.0,a,Y,TYC,WISEA,Simbad
0.326602,J130459.41-472348.7,196.2475702,-47.3968685,0.0330,0.0316,139.2,7.794,7.831,7.766,7.254,8.090,7.892,7.868,0.029,0.020,0.019,0.085,0.026,0.036,0.029,1963047001351018685,0000,0,0000,AAAA,-19,25,-52,25,0.375,196.2476667,-47.3968056,HD 113524,,13 04 59.44,-47 23 48.5,:F5,6440,1.24,200,2.9,,,1.46,107.41,,Y,TYC,WISEA,Simbad
0.039388,J130501.99-642629.8,196.2583143,-64.4416183,0.0332,0.0310,152.2,6.631,6.623,6.219,4.813,6.608,6.647,6.640,0.030,0.020,0.015,0.029,0.024,0.036,0.026,1957065201351053721,php0,0,3111,AAAA,47,32,-38,32,0.390,196.2583333,-64.4416111,HD 113457,,13 05 02.00,-64 26 29.8,A0V,9310,1.68,220,7.0,,,2.71,99.4,,Y,TYC,WISEA,Simbad
0.034234,J130517.73-575815.7,196.3238919,-57.9710310,0.0326,0.0315,143.2,8.313,8.324,8.175,7.454,8.774,8.447,8.402,0.023,0.019,0.018,0.084,0.034,0.023,0.023,1966057601351017983,0hh0,0,1100,AAAA,-54,33,13,32,0.385,196.323875,-57.9710278,TYC8656-483-1,,13 05 17.73,-57 58 15.7,:F9,6100,1.03,250,1.4,,,4.09,116.47,a,N,TYC,WISEA,Simbad
0.021429,J130532.55-583208.1,196.3856608,-58.5355884,0.0310,0.0293,133.4,7.201,7.203,7.260,6.429,7.387,7.297,7.223,0.029,0.020,0.016,0.043,0.023,0.040,0.027,1958059101351054277,00h0,1,10n0,AAAA,122,31,-150,31,0.480,196.3856667,-58.5355833,HD 113556,,13 05 32.56,-58 32 08.1,F2V,6770,1.6,180,5.2,60,47.65,9.53,106.72,,Y,TYC,WISEA,Simbad
0.094215,J130615.35+204346.0,196.5639622,+20.7294703,0.0445,0.0425,13.1,5.940,5.843,5.871,5.691,6.825,6.208,6.041,0.155,0.055,0.015,0.045,0.021,0.016,0.017,1969121201351008332,0000,0,0100,BAAA,-17,36,217,35,1.644,196.5639583,20.7294444,BD+21 2486,,13 06 15.35,+20 43 46.0,K4V,4140,0.62,350,0.2,50,9.92,9.71,18.8,,Y,TYC,WISEA,Simbad
0.055924,J130635.75-460202.1,196.6489810,-46.0339249,0.0304,0.0276,171.5,6.364,5.965,3.500,1.752,6.725,6.594,6.489,0.082,0.034,0.010,0.012,0.026,0.027,0.024,1959045501351003070,0000,1,0121,AAAA,-468,25,92,24,0.342,196.649,-46.0339167,HD 113766,,13 06 35.76,-46 02 02.1,F3/5V,5910,2.77,500,0.9,260,3.332,690.37,122.54,,N,TYC,WISEA,Simbad
0.271029,J130738.25-532735.1,196.9093807,-53.4597749,0.0377,0.0363,169.1,5.783,5.673,5.660,4.972,5.815,5.746,5.729,0.129,0.050,0.015,0.025,0.020,0.026,0.026,1972053101351015667,0d00,0,1311,BAAA,34,27,-106,27,0.428,196.9095,-53.45975,HR 4951,,13 07 38.28,-53 27 35.1,B8V,9830,2.47,230,10.5,,,0.54,100.09,,Y,TYC,WISEA,Simbad
0.075650,J130752.52-544656.9,196.9688461,-54.7824872,0.0321,0.0301,130.6,8.233,8.304,7.901,7.093,9.028,8.448,8.368,0.022,0.019,0.018,0.093,0.019,0.036,0.026,1965054601351021920,hh00,0,0000,AAAA,11,24,-82,24,0.359,196.968875,-54.7825,TYC8653-1256-1,,13 07 52.53,-54 46 57.0,:K5,4770,0.7,280,0.4,,,13.77,64.92,a,N,TYC,WISEA,Simbad
0.082183,J130916.14-601830.2,197.3172514,-60.3084117,0.0322,0.0306,142.6,7.120,7.141,6.905,3.921,7.403,7.226,7.163,0.027,0.020,0.018,0.023,0.019,0.023,0.031,1980060601351039603,hhdh,0,0000,AAAA,13,32,-120,32,0.481,197.31725,-60.3083889,HD 114082,,13 09 16.14,-60 18 30.2,F3V,6520,1.34,110,10.9,,,35.84,85.47,,Y,TYC,WISEA,Simbad
0.020816,J131139.14-263306.2,197.9131198,-26.5517256,0.0375,0.0363,160.8,5.980,5.906,6.014,5.631,6.119,6.018,6.007,0.115,0.045,0.014,0.038,0.021,0.040,0.018,1977027301351058290,0000,0,0011,BAAA,50,30,-78,29,0.890,197.913125,-26.5517222,HR 4978,,13 11 39.15,-26 33 06.2,A5V,7670,2.74,65,88.8,,,3.63,110.61,,N,TYC,WISEA,Simbad
0.498858,J131755.36-610039.0,199.4806670,-61.0108453,0.0316,0.0292,142.4,7.269,7.283,7.156,5.914,7.622,7.411,7.408,0.025,0.018,0.018,0.037,0.032,0.036,0.031,1980060601351021814,hhh0,0,1310,AAAA,-164,30,-25,29,0.481,199.4809167,-61.0107778,HD 115361,,13 17 55.42,-61 00 38.8,F5V,6470,1.78,150,7.7,,,3.02,125.0,,Y,TYC,WISEA,Simbad
0.011644,J131919.49-592820.6,199.8312436,-59.4723890,0.0312,0.0297,140.8,7.285,7.302,7.156,4.572,7.504,7.385,7.337,0.027,0.020,0.017,0.020,0.023,0.036,0.023,1987059101351022874,0h00,0,0011,AAAA,-19,29,81,29,0.398,199.83125,-59.4723889,HD 115600,b,13 19 19.50,-59 28 20.6,F2IV/V,6800,1.58,120,11.8,90,21.07,37.26,110.49,,Y,TYC,WISEA,Simbad
0.382885,J132026.77-491325.4,200.1115803,-49.2237324,0.0318,0.0297,154.6,7.273,7.329,7.251,6.359,7.477,7.395,7.342,0.034,0.019,0.016,0.045,0.034,0.042,0.029,1997050001351056644,0000,0,0011,AAAA,-69,33,-46,28,0.333,200.1117083,-49.2236667,HD 115820,,13 20 26.81,-49 13 25.2,A7/A8V,7370,1.32,160,6.5,,,1.41,96.52,,Y,TYC,WISEA,Simbad
0.042881,J132035.52-364244.8,200.1480325,-36.7124538,0.0288,0.0168,10.3,1.611,1.396,2.721,2.546,,,,,,0.006,0.020,,,,1995036401351020900,0h00,1,nn30,UUAA,-457,28,-18,26,,200.1480417,-36.7124444,iot Cen,,13 20 35.53,-36 42 44.8,A3V,8580,2.04,195,9.2,,,0.12,18.02,,Y,TYC,WISEA,Simbad
0.183768,J132544.65-474908.5,201.4360706,-47.8190366,0.0328,0.0315,156.9,7.173,7.264,7.082,6.030,7.360,7.366,7.287,0.038,0.020,0.017,0.040,0.023,0.036,0.024,2024048501351066277,0000,0,2200,AAAA,-80,25,-76,34,0.183,201.436,-47.8190556,TYC8252-1917-1,,13 25 44.64,-47 49 08.6,A0V,8200,1.57,170,8.5,,,1.93,119.04,a,N,TYC,WISEA,Simbad
2.224131,J132545.26+565814.0,201.4385874,+56.9705640,0.0428,0.0416,82.8,5.374,5.256,5.423,5.351,5.812,5.481,5.411,0.185,0.065,0.015,0.032,0.023,0.021,0.024,2021157501351008088,0000,0,0300,BAAA,-61,41,742,42,2.610,201.4397083,56.9704722,HD 116956,,13 25 45.53,+56 58 13.7,G9V,5530,0.78,70,11.4,,,0.19,21.59,,Y,TYC,WISEA,Simbad
0.004959,J132548.41-620406.3,201.4517471,-62.0684444,0.0400,0.0371,139.0,7.408,7.458,7.209,6.451,8.127,7.633,7.523,0.027,0.021,0.054,0.086,0.026,0.046,0.017,2021062101351032703,00d0,0,1100,AAAA,-51,35,-98,34,0.220,201.45175,-62.0684444,TYC8995-2386-1,,13 25 48.42,-62 04 06.4,:K5,4630,0.66,240,0.5,,,9.5,39.63,a,N,TYC,WISEA,Simbad
1.030412,J132826.96+595645.2,202.1123728,+59.9459144,0.0444,0.0421,73.9,5.393,5.289,5.492,5.290,5.427,5.461,5.435,0.170,0.066,0.016,0.032,0.021,0.029,0.017,2010160501351000001,0000,0,0300,BAAA,-165,38,291,40,0.882,202.112875,59.9457778,HD 117376,,13 28 27.09,+59 56 44.8,A1V,9260,2.11,65,99.6,,,0.51,71.37,,Y,TYC,WISEA,Simbad
0.091724,J133008.94-582904.3,202.5372719,-58.4845511,0.0280,0.0259,167.9,6.855,6.864,6.698,3.993,7.166,6.973,6.897,0.028,0.018,0.011,0.015,0.023,0.040,0.029,2016059101351050906,hh00,0,nnnn,AAAA,61,28,-43,27,0.251,202.5372917,-58.4845278,HD 117214,,13 30 08.95,-58 29 04.3,F6V,6340,1.97,130,10.9,85,25.57,50.64,110.25,,Y,TYC,WISEA,Simbad
0.324764,J133130.94-464406.9,202.8789301,-46.7352700,0.0322,0.0309,152.1,7.480,7.531,7.281,5.697,7.504,7.533,7.521,0.031,0.020,0.017,0.038,0.019,0.026,0.020,2029047001351045989,0000,0,0000,AAAA,-17,27,-22,25,0.255,202.8790417,-46.7352222,HD 117484,,13 31 30.97,-46 44 06.8,B9V,9150,1.67,165,11.9,80,50.95,5.54,147.27,,Y,TYC,WISEA,Simbad
0.319036,J133150.81-601041.2,202.9617201,-60.1781124,0.0337,0.0317,126.1,8.186,8.286,7.996,6.949,9.079,8.511,8.305,0.023,0.019,0.022,0.064,0.027,0.063,0.021,2040060601351037793,0000,0,0000,AAAA,38,32,40,32,0.131,202.9615833,-60.1780556,TYC8991-3324-1,,13 31 50.78,-60 10 41.0,:K6,4350,0.61,205,0.6,,,15.73,53.48,a,N,TYC,WISEA,Simbad
1.119547,J133235.81-284134.1,203.1492364,-28.6928143,0.0374,0.0361,166.7,5.565,5.431,5.621,5.414,5.629,5.668,5.595,0.166,0.048,0.014,0.036,0.021,0.029,0.016,2040028801351036906,0000,1,0300,BAAA,-41,29,-130,28,0.995,203.1495833,-28.69275,HD 117716,,13 32 35.90,-28 41 33.9,A2V,8880,1.99,180,11.2,,,0.14,71.58,,Y,TYC,WISEA,Simbad
0.093022,J133239.21-442701.0,203.1633955,-44.4502991,0.0325,0.0311,162.9,6.973,7.061,6.818,5.516,7.083,7.106,7.077,0.053,0.019,0.016,0.031,0.021,0.020,0.026,2039044001351011263,0000,0,1111,AAAA,-134,25,-34,24,0.509,203.163375,-44.4502778,HD 117665,,13 32 39.21,-44 27 01.0,A1/A2V,8660,2.12,190,10.2,,,2.02,147.92,,Y,TYC,WISEA,Simbad
0.066391,J133447.91+371056.7,203.6996337,+37.1824338,0.0426,0.0373,71.6,3.449,3.177,3.416,3.289,3.848,3.652,3.612,0.508,0.312,0.012,0.018,0.282,0.200,0.320,2046137801351010377,hh00,1,0000,CBAA,1413,42,488,42,1.227,203.699625,37.1824167,BH CVn,,13 34 47.91,+37 10 56.7,:F8,6190,3.77,600,0.9,,,7.38,45.66,,Y,TYC,WISEA,Simbad
0.032991,J133757.25-413442.1,204.4885820,-41.5783702,0.0329,0.0310,156.8,7.785,7.835,7.760,7.164,8.437,8.031,7.880,0.027,0.020,0.018,0.078,0.023,0.046,0.026,2037040901351000004,0000,0,1111,AAAA,-54,28,-63,25,0.509,204.4885833,-41.5783611,CD-40 8031,,13 37 57.26,-41 34 42.1,K0IV,5270,1.49,180,2.9,,,3.7,125.0,a,Y,TYC,WISEA,Simbad
0.015327,J133842.85-443058.8,204.6785465,-44.5163358,0.0325,0.0311,157.2,7.289,7.365,7.123,5.637,7.371,7.392,7.336,0.034,0.021,0.017,0.030,0.020,0.033,0.021,2039044001351000001,hh00,0,1200,AAAA,-76,25,-34,24,0.492,204.6785417,-44.5163333,HD 118588,,13 38 42.85,-44 30 58.8,A1V,8510,1.61,160,10.6,,,2.48,126.42,,Y,TYC,WISEA,Simbad
0.042708,J134023.16+503109.5,205.0965163,+50.5193114,0.0507,0.0484,68.4,4.748,4.678,5.015,4.914,5.277,5.107,5.016,0.225,0.090,0.018,0.027,0.018,0.018,0.020,2043149901351055673,hh00,1,4411,BAAA,2456,49,-3421,48,0.728,205.0965,50.5193056,HD 119124,,13 40 23.16,+50 31 09.5,F7.7V,6130,1.1,200,2.4,50,38.69,1.02,25.32,,Y,TYC,WISEA,Simbad
0.051671,J134104.35-342752.7,205.2681516,-34.4646461,0.0503,0.0470,51.1,4.843,4.735,4.929,4.749,,,,0.249,0.113,0.015,0.027,,,,2046034901351049550,0000,0,0100,BBAA,296,29,-149,30,,205.2681667,-34.4646389,HD 118972,,13 41 04.36,-34 27 52.7,K0V,5510,0.67,300,0.5,,,3.84,15.65,,Y,TYC,WISEA,Simbad
0.280555,J134425.69-112801.4,206.1070682,-11.4670823,0.0342,0.0323,168.5,7.751,7.882,7.628,6.782,8.691,7.985,7.836,0.025,0.021,0.019,0.079,0.024,0.038,0.018,2054012201351045377,0000,0,0000,AAAA,51,28,-65,26,0.366,206.107125,-11.4670278,TYC5549-1004-1,,13 44 25.71,-11 28 01.3,:K6,4420,0.62,240,0.4,,,11.75,45.54,a,N,TYC,WISEA,Simbad
0.062267,J134443.91-491757.9,206.1829842,-49.2994306,0.0321,0.0305,149.9,7.422,7.430,7.401,7.136,7.686,7.520,7.475,0.025,0.020,0.017,0.073,0.029,0.029,0.029,2067050001351064357,hh00,0,0000,AAAA,-15,33,-23,32,0.416,206.183,-49.2994167,HD 119511,,13 44 43.92,-49 17 57.9,F3V,6640,1.24,270,1.7,,,0.76,91.57,,Y,TYC,WISEA,Simbad
0.069290,J134635.35-620410.0,206.6473192,-62.0694625,0.0427,0.0381,136.3,6.837,6.867,6.835,5.806,7.136,6.931,6.888,0.068,0.020,0.034,0.107,0.027,0.027,0.021,2052062101351024100,0000,0,1110,AAAA,15,34,-52,35,0.511,206.6473333,-62.0694444,HD 119718,,13 46 35.36,-62 04 10.0,F5V,6380,2.38,140,11.5,,,3.38,131.75,,Y,TYC,WISEA,Simbad
0.067354,J134954.47-501424.0,207.4769669,-50.2400179,0.0311,0.0295,135.0,7.495,7.503,7.322,4.867,7.708,7.568,7.516,0.028,0.020,0.017,0.027,0.026,0.049,0.024,2067050001351025222,0000,0,1100,AAAA,-44,33,-33,32,0.375,207.4769583,-50.24,HD 120326,,13 49 54.47,-50 14 24.0,F0V,6840,1.41,160,6.0,85,21.29,30.69,107.41,,Y,TYC,WISEA,Simbad
0.037524,J135040.18-311223.4,207.6674237,-31.2065085,0.0531,0.0410,3.7,6.272,6.159,6.258,5.191,6.442,6.326,6.291,0.086,0.030,0.020,0.039,0.019,0.021,0.026,2082031901351063071,HH00,1,nn00,AAAA,-452,29,-152,28,0.651,207.6674167,-31.2065,HD 120534,,13 50 40.18,-31 12 23.4,A5V,7140,1.51,90,22.1,,,4.56,67.0,a,Y,TYC,WISEA,Simbad
0.091900,J135330.76-801622.2,208.3781739,-80.2728588,0.0353,0.0339,139.3,6.697,6.713,6.733,6.515,6.969,6.801,6.770,0.067,0.023,0.016,0.064,0.021,0.024,0.023,2092080301351029581,hh00,0,3110,AAAA,-97,31,98,31,0.259,208.3781667,-80.2728333,HD 120160,,13 53 30.76,-80 16 22.2,F0IV/V,6750,2.58,60,76.2,,,1.21,138.31,,Y,TYC,WISEA,Simbad
0.055284,J135509.96-504443.1,208.7915230,-50.7453154,0.0319,0.0304,159.8,7.629,7.652,7.484,6.095,7.874,7.695,7.676,0.023,0.020,0.017,0.040,0.024,0.046,0.020,2098051501351066002,hh00,0,2200,AAAA,-130,31,-43,30,0.344,208.7915417,-50.7453056,HD 121189,,13 55 09.97,-50 44 43.1,F3V,6660,1.46,150,6.7,,,4.88,118.76,,Y,TYC,WISEA,Simbad
0.497874,J135619.94-540756.2,209.0831132,-54.1322901,0.0343,0.0326,165.8,5.797,5.789,5.893,5.242,6.018,6.005,5.941,0.098,0.025,0.015,0.028,0.032,0.024,0.026,2093054601351044093,hhh0,0,0410,AAAA,27,35,-189,35,0.184,209.0832083,-54.1324167,HIP 68080,,13 56 19.97,-54 07 56.7,A1V,8110,3.43,160,20.5,,,0.65,139.86,,Y,TYC,WISEA,Simbad
0.002650,J135715.88+232142.7,209.3161675,+23.3618887,0.0329,0.0318,137.7,6.536,6.507,6.561,6.390,,,,0.073,0.022,0.016,0.052,,,,2085122701351043718,0000,0,0000,AAAA,-333,29,-205,28,,209.3161667,23.3618889,HD 121812,,13 57 15.88,+23 21 42.8,:G7,5500,0.85,55,19.8,,,15.9,37.57,,N,TYC,WISEA,Simbad
0.088175,J135741.10-470034.4,209.4212528,-47.0095800,0.0302,0.0289,132.7,7.143,7.143,6.544,2.884,7.185,7.188,7.188,0.031,0.020,0.015,0.019,0.029,0.046,0.017,2094047001351032912,0000,0,2111,AAAA,-18,32,52,32,0.367,209.42125,-47.0095556,HD 121617,,13 57 41.10,-47 00 34.4,A1V,8710,1.63,140,14.7,85,39.99,93.36,119.44,a,N,TYC,WISEA,Simbad
0.097666,J140231.56+313939.1,210.6315130,+31.6608859,0.0368,0.0365,5.1,5.882,5.794,5.883,5.701,6.157,5.938,5.879,0.120,0.046,0.015,0.037,0.023,0.020,0.020,2100131801351026373,0000,0,0100,BAAA,-7,28,27,27,0.910,210.6315,31.6608611,HD 122652,,14 02 31.56,+31 39 39.1,:F9,6160,1.14,50,40.4,,,1.74,39.29,,Y,TYC,WISEA,Simbad
0.019036,J140442.12-500417.2,211.1755055,-50.0714483,0.0317,0.0306,147.4,7.352,7.372,7.254,6.664,7.406,7.425,7.341,0.028,0.020,0.016,0.055,0.029,0.040,0.023,2113050001351032979,0000,0,1100,AAAA,2,33,-27,32,0.306,211.1755,-50.0714444,HD 122705,,14 04 42.12,-50 04 17.2,A2V,8290,1.43,230,4.3,,,0.86,112.86,,Y,TYC,WISEA,Simbad
0.366654,J141059.58-361601.9,212.7482800,-36.2672061,0.0333,0.0319,163.2,7.642,7.643,7.641,7.306,7.849,7.729,7.666,0.024,0.021,0.018,0.092,0.026,0.044,0.018,2126036401351031657,0000,0,0111,AAAA,104,35,-22,34,0.403,212.748375,-36.2671389,HD 123889,,14 10 59.61,-36 16 01.7,F2V,6710,1.62,120,11.8,,,0.44,132.27,,Y,TYC,WISEA,Simbad
0.068047,J141549.84-272055.1,213.9577053,-27.3486576,0.0340,0.0321,157.3,7.166,7.250,7.230,6.678,7.649,7.381,7.271,0.037,0.021,0.017,0.058,0.021,0.042,0.023,2146027301351036687,0000,0,1200,AAAA,-164,44,-103,47,1.579,213.9577083,-27.3486389,HD 124718,,14 15 49.85,-27 20 55.1,G5V,5810,0.97,65,18.1,,,18.04,63.17,,N,TYC,WISEA,Simbad
0.043986,J141616.96-534902.1,214.0706965,-53.8172600,0.0339,0.0323,149.5,7.798,7.811,7.728,7.243,8.048,7.905,7.856,0.025,0.020,0.018,0.113,0.021,0.034,0.020,2144054601351062025,dd00,0,0000,AAAB,47,39,-29,38,0.168,214.0707083,-53.81725,HD 124619,,14 16 16.97,-53 49 02.1,F0V,6720,1.5,190,4.3,,,1.18,133.33,,Y,TYC,WISEA,Simbad
0.086951,J141622.78+460519.8,214.0949563,+46.0888574,0.1403,0.1263,100.5,3.922,3.758,4.118,3.611,,,,0.509,0.203,0.045,0.028,,,,2151145401351064036,HHHd,0,nnn0,CBAA,-1832,62,747,106,,214.0949583,46.0888333,lam Boo,,14 16 22.79,+46 05 19.8,A3V,8550,1.79,200,7.6,80,47.73,1.11,30.35,,N,TYC,WISEA,Simbad
1.301413,J141916.36+130015.3,214.8182038,+13.0042588,0.0501,0.0461,69.2,4.404,4.108,4.429,4.341,4.739,4.538,4.394,0.281,0.179,0.015,0.024,0.228,0.236,0.018,2141113601351000001,0000,0,0100,BBAA,-107,34,-150,36,1.456,214.8178333,13.0042778,18 Boo,,14 19 16.28,+13 00 15.4,F5IV,6720,1.4,65,34.9,,,0.22,26.09,,Y,TYC,WISEA,Simbad
0.715236,J141923.83-370010.8,214.8492990,-37.0030059,0.0347,0.0311,147.1,5.713,5.528,5.616,5.326,5.791,5.735,5.769,0.096,0.023,0.015,0.034,0.019,0.024,0.024,2145036401351002394,hhOo,1,13n1,AAAA,188,39,26,38,0.814,214.8495,-37.0028889,HD 125283,,14 19 23.88,-37 00 10.4,A2V,8510,1.96,200,8.2,,,0.28,73.47,,Y,TYC,WISEA,Simbad
0.061829,J142033.38-375306.9,215.1391058,-37.8852581,0.0483,0.0434,86.6,4.063,3.851,4.092,3.914,4.112,3.985,4.072,0.208,0.110,0.014,0.020,0.236,0.256,0.228,2160037901351034852,0000,0,0310,BBAA,-159,54,-220,83,0.537,215.139125,-37.88525,psi Cen,,14 20 33.39,-37 53 06.9,A0IV,9650,4.26,200,23.1,45,456.23,0.3,79.36,,Y,TYC,WISEA,Simbad
0.307453,J142111.51-414225.0,215.2979904,-41.7069666,0.0332,0.0317,154.1,8.072,8.099,7.977,6.879,8.294,8.147,8.108,0.022,0.021,0.018,0.075,0.023,0.033,0.031,2143042501351053562,hhd0,0,0000,AAAA,-41,36,-47,34,0.245,215.2980833,-41.7069167,HD 125541,,14 21 11.54,-41 42 24.9,A9V,7170,1.09,130,7.7,,,2.75,113.25,,Y,TYC,WISEA,Simbad
0.300464,J142436.98-471040.0,216.1540945,-47.1777897,0.0338,0.0326,154.1,7.320,7.328,7.237,6.255,7.347,7.428,7.327,0.030,0.021,0.018,0.047,0.018,0.044,0.026,2160047001351019995,0000,0,1110,AAAA,16,34,-23,34,0.232,216.1541667,-47.1777222,HD 126062,,14 24 37.00,-47 10 39.8,A1V,8770,1.39,150,11.0,55,82.44,4.91,110.37,,Y,TYC,WISEA,Simbad
0.080360,J142705.53-471421.9,216.7730598,-47.2394353,0.0352,0.0334,158.3,8.479,8.501,8.411,7.874,9.062,8.649,8.542,0.023,0.020,0.023,0.195,0.030,0.034,0.024,2160047001351025534,0000,0,000n,AAAB,-22,36,17,35,0.393,216.7730417,-47.2394167,CD-46 9327,,14 27 05.53,-47 14 21.9,G9V,5320,1.18,400,0.4,,,6.33,132.0,a,Y,TYC,WISEA,Simbad
0.030595,J143045.85+631111.8,217.6910657,+63.1866141,0.0420,0.0356,83.6,5.447,5.194,5.965,5.151,,,,0.205,0.042,0.020,0.032,,,,2179163601351018415,ddH0,1,33n0,BAAA,-608,28,4152,27,,217.6910833,63.1866111,HD 127821,,14 30 45.86,+63 11 11.8,F4IV,5210,1.16,200,1.8,30,82.07,10.47,31.78,,Y,TYC,WISEA,Simbad
2.341602,J143204.53+381831.4,218.0188897,+38.3087233,0.0296,0.0264,104.5,1.378,1.247,2.621,2.470,2.646,2.571,2.511,,,0.014,0.020,0.284,0.250,0.378,2178137801351044579,hh00,1,nn30,UUAA,-1333,29,415,30,2.803,218.0194583,38.30825,gam Boo,,14 32 04.67,+38 18 29.7,A7IV,7530,3.38,60,124.1,,,0.13,26.6,,Y,TYC,WISEA,Simbad
0.028399,J143328.64+525434.3,218.3693724,+52.9095355,0.0493,0.0461,35.0,4.774,4.607,4.808,4.755,,,,0.289,0.110,0.015,0.026,,,,2194153001351037451,0000,0,0111,BBAA,300,49,597,47,,218.369375,52.9095278,HD 128165,,14 33 28.65,+52 54 34.3,K3V,5000,0.71,200,1.0,,,0.9,13.21,,N,TYC,WISEA,Simbad
0.048190,J143440.97+294443.9,218.6707346,+29.7455290,0.0420,0.0378,7.9,3.478,3.146,3.507,3.444,3.561,3.462,3.336,0.415,0.135,0.010,0.019,0.250,0.246,0.324,2191130201351007685,hhpp,0,0011,CBAA,118,29,-38,29,2.705,218.67075,29.7455278,sig Boo,,14 34 40.98,+29 44 43.9,F4V,6740,1.31,220,2.8,20,347.42,0.41,15.83,,N,TYC,WISEA,Simbad
